,is_related,p1,p2
28,1,/Users/harish3110/Desktop/capstone_project/train/F0050/MID1,/Users/harish3110/Desktop/capstone_project/train/F0050/MID3
29,0,/Users/harish3110/Desktop/capstone_project/train/F0165/MID5,/Users/harish3110/Desktop/capstone_project/train/F0832/MID5
30,1,/Users/harish3110/Desktop/capstone_project/train/F0641/MID3,/Users/harish3110/Desktop/capstone_project/train/F0641/MID6
31,0,/Users/harish3110/Desktop/capstone_project/train/F0931/MID4,/Users/harish3110/Desktop/capstone_project/train/F0543/MID2
32,1,/Users/harish3110/Desktop/capstone_project/train/F0425/MID1,/Users/harish3110/Desktop/capstone_project/train/F0425/MID4
33,1,/Users/harish3110/Desktop/capstone_project/train/F0635/MID1,/Users/harish3110/Desktop/capstone_project/train/F0635/MID2
34,0,/Users/harish3110/Desktop/capstone_project/train/F0933/MID3,/Users/harish3110/Desktop/capstone_project/train/F0908/MID4
35,1,/Users/harish3110/Desktop/capstone_project/train/F0836/MID5,/Users/harish3110/Desktop/capstone_project/train/F0836/MID7
36,0,/Users/harish3110/Desktop/capstone_project/train/F0169/MID1,/Users/harish3110/Desktop/capstone_project/train/F0734/MID1
37,0,/Users/harish3110/Desktop/capstone_project/train/F0332/MID3,/Users/harish3110/Desktop/capstone_project/train/F0848/MID6
38,1,/Users/harish3110/Desktop/capstone_project/train/F0303/MID1,/Users/harish3110/Desktop/capstone_project/train/F0303/MID5
39,1,/Users/harish3110/Desktop/capstone_project/train/F0357/MID9,/Users/harish3110/Desktop/capstone_project/train/F0357/MID11
40,1,/Users/harish3110/Desktop/capstone_project/train/F0488/MID3,/Users/harish3110/Desktop/capstone_project/train/F0488/MID4
41,0,/Users/harish3110/Desktop/capstone_project/train/F0638/MID6,/Users/harish3110/Desktop/capstone_project/train/F0914/MID1
42,0,/Users/harish3110/Desktop/capstone_project/train/F0695/MID2,/Users/harish3110/Desktop/capstone_project/train/F0130/MID1
43,0,/Users/harish3110/Desktop/capstone_project/train/F0030/MID1,/Users/harish3110/Desktop/capstone_project/train/F0503/MID10
44,0,/Users/harish3110/Desktop/capstone_project/train/F0899/MID3,/Users/harish3110/Desktop/capstone_project/train/F0903/MID2
45,0,/Users/harish3110/Desktop/capstone_project/train/F0760/MID2,/Users/harish3110/Desktop/capstone_project/train/F0539/MID1
46,0,/Users/harish3110/Desktop/capstone_project/train/F0050/MID3,/Users/harish3110/Desktop/capstone_project/train/F0997/MID3
47,0,/Users/harish3110/Desktop/capstone_project/train/F0157/MID2,/Users/harish3110/Desktop/capstone_project/train/F0736/MID5
48,1,/Users/harish3110/Desktop/capstone_project/train/F0357/MID2,/Users/harish3110/Desktop/capstone_project/train/F0357/MID5
49,0,/Users/harish3110/Desktop/capstone_project/train/F0198/MID4,/Users/harish3110/Desktop/capstone_project/train/F0508/MID1
50,1,/Users/harish3110/Desktop/capstone_project/train/F0617/MID1,/Users/harish3110/Desktop/capstone_project/train/F0617/MID4
51,0,/Users/harish3110/Desktop/capstone_project/train/F0988/MID8,/Users/harish3110/Desktop/capstone_project/train/F0590/MID6
52,0,/Users/harish3110/Desktop/capstone_project/train/F0971/MID3,/Users/harish3110/Desktop/capstone_project/train/F0216/MID5
53,0,/Users/harish3110/Desktop/capstone_project/train/F0601/MID23,/Users/harish3110/Desktop/capstone_project/train/F0128/MID5
54,0,/Users/harish3110/Desktop/capstone_project/train/F0639/MID1,/Users/harish3110/Desktop/capstone_project/train/F0183/MID4
55,0,/Users/harish3110/Desktop/capstone_project/train/F0022/MID3,/Users/harish3110/Desktop/capstone_project/train/F0959/MID3
56,1,/Users/harish3110/Desktop/capstone_project/train/F0052/MID2,/Users/harish3110/Desktop/capstone_project/train/F0052/MID4
57,1,/Users/harish3110/Desktop/capstone_project/train/F0227/MID2,/Users/harish3110/Desktop/capstone_project/train/F0227/MID3
58,0,/Users/harish3110/Desktop/capstone_project/train/F0440/MID4,/Users/harish3110/Desktop/capstone_project/train/F0742/MID1
59,1,/Users/harish3110/Desktop/capstone_project/train/F0579/MID9,/Users/harish3110/Desktop/capstone_project/train/F0579/MID1
60,0,/Users/harish3110/Desktop/capstone_project/train/F0233/MID2,/Users/harish3110/Desktop/capstone_project/train/F0791/MID7
61,0,/Users/harish3110/Desktop/capstone_project/train/F0165/MID2,/Users/harish3110/Desktop/capstone_project/train/F0642/MID5
62,0,/Users/harish3110/Desktop/capstone_project/train/F0440/MID2,/Users/harish3110/Desktop/capstone_project/train/F0168/MID2
63,0,/Users/harish3110/Desktop/capstone_project/train/F0761/MID1,/Users/harish3110/Desktop/capstone_project/train/F0216/MID6
64,0,/Users/harish3110/Desktop/capstone_project/train/F0165/MID4,/Users/harish3110/Desktop/capstone_project/train/F0951/MID3
65,1,/Users/harish3110/Desktop/capstone_project/train/F0821/MID1,/Users/harish3110/Desktop/capstone_project/train/F0821/MID5
66,0,/Users/harish3110/Desktop/capstone_project/train/F0262/MID4,/Users/harish3110/Desktop/capstone_project/train/F0984/MID2
67,0,/Users/harish3110/Desktop/capstone_project/train/F0086/MID1,/Users/harish3110/Desktop/capstone_project/train/F0016/MID4
68,1,/Users/harish3110/Desktop/capstone_project/train/F0762/MID1,/Users/harish3110/Desktop/capstone_project/train/F0762/MID3
69,0,/Users/harish3110/Desktop/capstone_project/train/F0299/MID5,/Users/harish3110/Desktop/capstone_project/train/F0503/MID11
70,0,/Users/harish3110/Desktop/capstone_project/train/F0595/MID6,/Users/harish3110/Desktop/capstone_project/train/F0863/MID4
71,0,/Users/harish3110/Desktop/capstone_project/train/F0408/MID4,/Users/harish3110/Desktop/capstone_project/train/F0105/MID5
72,0,/Users/harish3110/Desktop/capstone_project/train/F0167/MID2,/Users/harish3110/Desktop/capstone_project/train/F0194/MID2
73,1,/Users/harish3110/Desktop/capstone_project/train/F0881/MID6,/Users/harish3110/Desktop/capstone_project/train/F0881/MID4
74,1,/Users/harish3110/Desktop/capstone_project/train/F0539/MID2,/Users/harish3110/Desktop/capstone_project/train/F0539/MID3
75,1,/Users/harish3110/Desktop/capstone_project/train/F0664/MID8,/Users/harish3110/Desktop/capstone_project/train/F0664/MID6
76,1,/Users/harish3110/Desktop/capstone_project/train/F0939/MID3,/Users/harish3110/Desktop/capstone_project/train/F0939/MID4
77,0,/Users/harish3110/Desktop/capstone_project/train/F0601/MID4,/Users/harish3110/Desktop/capstone_project/train/F0199/MID5
78,1,/Users/harish3110/Desktop/capstone_project/train/F1000/MID1,/Users/harish3110/Desktop/capstone_project/train/F1000/MID3
79,0,/Users/harish3110/Desktop/capstone_project/train/F0519/MID1,/Users/harish3110/Desktop/capstone_project/train/F0539/MID1
80,0,/Users/harish3110/Desktop/capstone_project/train/F0284/MID5,/Users/harish3110/Desktop/capstone_project/train/F0945/MID1
81,0,/Users/harish3110/Desktop/capstone_project/train/F0561/MID4,/Users/harish3110/Desktop/capstone_project/train/F0409/MID2
82,0,/Users/harish3110/Desktop/capstone_project/train/F0737/MID4,/Users/harish3110/Desktop/capstone_project/train/F0264/MID4
83,0,/Users/harish3110/Desktop/capstone_project/train/F0188/MID3,/Users/harish3110/Desktop/capstone_project/train/F0994/MID2
84,0,/Users/harish3110/Desktop/capstone_project/train/F0920/MID5,/Users/harish3110/Desktop/capstone_project/train/F0209/MID5
85,0,/Users/harish3110/Desktop/capstone_project/train/F0752/MID2,/Users/harish3110/Desktop/capstone_project/train/F0501/MID3
86,0,/Users/harish3110/Desktop/capstone_project/train/F0339/MID1,/Users/harish3110/Desktop/capstone_project/train/F0202/MID2
87,1,/Users/harish3110/Desktop/capstone_project/train/F0502/MID1,/Users/harish3110/Desktop/capstone_project/train/F0502/MID2
88,1,/Users/harish3110/Desktop/capstone_project/train/F0068/MID3,/Users/harish3110/Desktop/capstone_project/train/F0068/MID5
89,1,/Users/harish3110/Desktop/capstone_project/train/F0128/MID4,/Users/harish3110/Desktop/capstone_project/train/F0128/MID7
90,1,/Users/harish3110/Desktop/capstone_project/train/F0831/MID6,/Users/harish3110/Desktop/capstone_project/train/F0831/MID1
91,1,/Users/harish3110/Desktop/capstone_project/train/F0339/MID1,/Users/harish3110/Desktop/capstone_project/train/F0339/MID4
92,0,/Users/harish3110/Desktop/capstone_project/train/F0503/MID2,/Users/harish3110/Desktop/capstone_project/train/F0531/MID3
93,0,/Users/harish3110/Desktop/capstone_project/train/F0584/MID4,/Users/harish3110/Desktop/capstone_project/train/F0894/MID3
94,1,/Users/harish3110/Desktop/capstone_project/train/F0592/MID4,/Users/harish3110/Desktop/capstone_project/train/F0592/MID2
95,0,/Users/harish3110/Desktop/capstone_project/train/F0832/MID3,/Users/harish3110/Desktop/capstone_project/train/F0068/MID3
96,1,/Users/harish3110/Desktop/capstone_project/train/F0537/MID2,/Users/harish3110/Desktop/capstone_project/train/F0537/MID3
97,0,/Users/harish3110/Desktop/capstone_project/train/F0101/MID8,/Users/harish3110/Desktop/capstone_project/train/F0625/MID1
98,0,/Users/harish3110/Desktop/capstone_project/train/F0068/MID4,/Users/harish3110/Desktop/capstone_project/train/F0841/MID4
99,1,/Users/harish3110/Desktop/capstone_project/train/F0070/MID2,/Users/harish3110/Desktop/capstone_project/train/F0070/MID4
100,0,/Users/harish3110/Desktop/capstone_project/train/F0237/MID2,/Users/harish3110/Desktop/capstone_project/train/F0746/MID2
101,0,/Users/harish3110/Desktop/capstone_project/train/F0820/MID4,/Users/harish3110/Desktop/capstone_project/train/F0918/MID4
102,0,/Users/harish3110/Desktop/capstone_project/train/F0022/MID1,/Users/harish3110/Desktop/capstone_project/train/F0825/MID10
103,0,/Users/harish3110/Desktop/capstone_project/train/F0895/MID3,/Users/harish3110/Desktop/capstone_project/train/F0367/MID4
104,0,/Users/harish3110/Desktop/capstone_project/train/F0655/MID3,/Users/harish3110/Desktop/capstone_project/train/F0206/MID9
105,1,/Users/harish3110/Desktop/capstone_project/train/F0237/MID5,/Users/harish3110/Desktop/capstone_project/train/F0237/MID1
106,0,/Users/harish3110/Desktop/capstone_project/train/F0231/MID12,/Users/harish3110/Desktop/capstone_project/train/F0128/MID1
107,0,/Users/harish3110/Desktop/capstone_project/train/F0059/MID4,/Users/harish3110/Desktop/capstone_project/train/F0579/MID1
108,1,/Users/harish3110/Desktop/capstone_project/train/F0874/MID1,/Users/harish3110/Desktop/capstone_project/train/F0874/MID4
109,0,/Users/harish3110/Desktop/capstone_project/train/F0908/MID2,/Users/harish3110/Desktop/capstone_project/train/F0951/MID1
110,0,/Users/harish3110/Desktop/capstone_project/train/F0552/MID5,/Users/harish3110/Desktop/capstone_project/train/F0077/MID4
111,0,/Users/harish3110/Desktop/capstone_project/train/F0242/MID3,/Users/harish3110/Desktop/capstone_project/train/F0326/MID2
112,0,/Users/harish3110/Desktop/capstone_project/train/F0675/MID4,/Users/harish3110/Desktop/capstone_project/train/F0933/MID3
113,0,/Users/harish3110/Desktop/capstone_project/train/F0809/MID1,/Users/harish3110/Desktop/capstone_project/train/F0872/MID4
114,0,/Users/harish3110/Desktop/capstone_project/train/F0097/MID2,/Users/harish3110/Desktop/capstone_project/train/F0737/MID2
115,1,/Users/harish3110/Desktop/capstone_project/train/F0625/MID2,/Users/harish3110/Desktop/capstone_project/train/F0625/MID3
116,0,/Users/harish3110/Desktop/capstone_project/train/F0158/MID2,/Users/harish3110/Desktop/capstone_project/train/F0794/MID7
117,1,/Users/harish3110/Desktop/capstone_project/train/F0368/MID2,/Users/harish3110/Desktop/capstone_project/train/F0368/MID1
118,1,/Users/harish3110/Desktop/capstone_project/train/F0836/MID5,/Users/harish3110/Desktop/capstone_project/train/F0836/MID8
119,1,/Users/harish3110/Desktop/capstone_project/train/F0552/MID4,/Users/harish3110/Desktop/capstone_project/train/F0552/MID6
120,0,/Users/harish3110/Desktop/capstone_project/train/F0601/MID6,/Users/harish3110/Desktop/capstone_project/train/F0357/MID7
121,0,/Users/harish3110/Desktop/capstone_project/train/F0128/MID6,/Users/harish3110/Desktop/capstone_project/train/F0930/MID3
122,0,/Users/harish3110/Desktop/capstone_project/train/F0516/MID2,/Users/harish3110/Desktop/capstone_project/train/F0423/MID7
123,0,/Users/harish3110/Desktop/capstone_project/train/F0031/MID1,/Users/harish3110/Desktop/capstone_project/train/F0661/MID2
124,0,/Users/harish3110/Desktop/capstone_project/train/F0365/MID1,/Users/harish3110/Desktop/capstone_project/train/F0503/MID9
125,0,/Users/harish3110/Desktop/capstone_project/train/F0526/MID2,/Users/harish3110/Desktop/capstone_project/train/F0203/MID8
126,0,/Users/harish3110/Desktop/capstone_project/train/F0009/MID6,/Users/harish3110/Desktop/capstone_project/train/F0965/MID8
127,1,/Users/harish3110/Desktop/capstone_project/train/F0479/MID4,/Users/harish3110/Desktop/capstone_project/train/F0479/MID5
128,1,/Users/harish3110/Desktop/capstone_project/train/F0499/MID1,/Users/harish3110/Desktop/capstone_project/train/F0499/MID3
129,0,/Users/harish3110/Desktop/capstone_project/train/F0255/MID4,/Users/harish3110/Desktop/capstone_project/train/F0997/MID1
130,1,/Users/harish3110/Desktop/capstone_project/train/F0760/MID2,/Users/harish3110/Desktop/capstone_project/train/F0760/MID4
131,0,/Users/harish3110/Desktop/capstone_project/train/F0093/MID6,/Users/harish3110/Desktop/capstone_project/train/F0998/MID4
132,0,/Users/harish3110/Desktop/capstone_project/train/F0812/MID1,/Users/harish3110/Desktop/capstone_project/train/F0460/MID9
133,1,/Users/harish3110/Desktop/capstone_project/train/F0805/MID3,/Users/harish3110/Desktop/capstone_project/train/F0805/MID8
134,1,/Users/harish3110/Desktop/capstone_project/train/F0309/MID2,/Users/harish3110/Desktop/capstone_project/train/F0309/MID4
135,0,/Users/harish3110/Desktop/capstone_project/train/F0499/MID3,/Users/harish3110/Desktop/capstone_project/train/F0978/MID7
136,0,/Users/harish3110/Desktop/capstone_project/train/F0689/MID4,/Users/harish3110/Desktop/capstone_project/train/F0826/MID2
137,1,/Users/harish3110/Desktop/capstone_project/train/F0639/MID3,/Users/harish3110/Desktop/capstone_project/train/F0639/MID4
138,1,/Users/harish3110/Desktop/capstone_project/train/F0791/MID1,/Users/harish3110/Desktop/capstone_project/train/F0791/MID7
139,0,/Users/harish3110/Desktop/capstone_project/train/F0711/MID2,/Users/harish3110/Desktop/capstone_project/train/F0254/MID6
140,0,/Users/harish3110/Desktop/capstone_project/train/F0313/MID2,/Users/harish3110/Desktop/capstone_project/train/F0016/MID3
141,1,/Users/harish3110/Desktop/capstone_project/train/F0010/MID2,/Users/harish3110/Desktop/capstone_project/train/F0010/MID4
142,1,/Users/harish3110/Desktop/capstone_project/train/F0960/MID3,/Users/harish3110/Desktop/capstone_project/train/F0960/MID4
143,0,/Users/harish3110/Desktop/capstone_project/train/F0900/MID1,/Users/harish3110/Desktop/capstone_project/train/F0595/MID5
144,0,/Users/harish3110/Desktop/capstone_project/train/F0403/MID1,/Users/harish3110/Desktop/capstone_project/train/F0955/MID4
145,0,/Users/harish3110/Desktop/capstone_project/train/F0696/MID5,/Users/harish3110/Desktop/capstone_project/train/F0503/MID8
146,0,/Users/harish3110/Desktop/capstone_project/train/F0378/MID2,/Users/harish3110/Desktop/capstone_project/train/F0752/MID7
147,0,/Users/harish3110/Desktop/capstone_project/train/F0829/MID3,/Users/harish3110/Desktop/capstone_project/train/F0363/MID4
148,0,/Users/harish3110/Desktop/capstone_project/train/F0955/MID7,/Users/harish3110/Desktop/capstone_project/train/F0930/MID2
149,1,/Users/harish3110/Desktop/capstone_project/train/F0829/MID1,/Users/harish3110/Desktop/capstone_project/train/F0829/MID4
150,1,/Users/harish3110/Desktop/capstone_project/train/F1000/MID1,/Users/harish3110/Desktop/capstone_project/train/F1000/MID7
151,1,/Users/harish3110/Desktop/capstone_project/train/F0431/MID2,/Users/harish3110/Desktop/capstone_project/train/F0431/MID4
152,0,/Users/harish3110/Desktop/capstone_project/train/F0703/MID7,/Users/harish3110/Desktop/capstone_project/train/F0290/MID4
153,0,/Users/harish3110/Desktop/capstone_project/train/F0150/MID7,/Users/harish3110/Desktop/capstone_project/train/F0424/MID1
154,0,/Users/harish3110/Desktop/capstone_project/train/F0665/MID4,/Users/harish3110/Desktop/capstone_project/train/F0658/MID5
155,1,/Users/harish3110/Desktop/capstone_project/train/F0390/MID1,/Users/harish3110/Desktop/capstone_project/train/F0390/MID6
156,0,/Users/harish3110/Desktop/capstone_project/train/F0658/MID2,/Users/harish3110/Desktop/capstone_project/train/F0762/MID6
157,1,/Users/harish3110/Desktop/capstone_project/train/F0656/MID2,/Users/harish3110/Desktop/capstone_project/train/F0656/MID4
158,0,/Users/harish3110/Desktop/capstone_project/train/F0017/MID3,/Users/harish3110/Desktop/capstone_project/train/F0363/MID8
159,0,/Users/harish3110/Desktop/capstone_project/train/F0556/MID1,/Users/harish3110/Desktop/capstone_project/train/F0568/MID3
160,0,/Users/harish3110/Desktop/capstone_project/train/F0717/MID7,/Users/harish3110/Desktop/capstone_project/train/F0081/MID5
161,1,/Users/harish3110/Desktop/capstone_project/train/F0022/MID4,/Users/harish3110/Desktop/capstone_project/train/F0022/MID3
162,1,/Users/harish3110/Desktop/capstone_project/train/F0537/MID3,/Users/harish3110/Desktop/capstone_project/train/F0537/MID5
163,0,/Users/harish3110/Desktop/capstone_project/train/F0452/MID4,/Users/harish3110/Desktop/capstone_project/train/F0882/MID4
164,0,/Users/harish3110/Desktop/capstone_project/train/F0920/MID1,/Users/harish3110/Desktop/capstone_project/train/F0443/MID1
165,1,/Users/harish3110/Desktop/capstone_project/train/F0688/MID1,/Users/harish3110/Desktop/capstone_project/train/F0688/MID3
166,1,/Users/harish3110/Desktop/capstone_project/train/F0690/MID2,/Users/harish3110/Desktop/capstone_project/train/F0690/MID7
167,0,/Users/harish3110/Desktop/capstone_project/train/F0828/MID5,/Users/harish3110/Desktop/capstone_project/train/F0050/MID3
168,0,/Users/harish3110/Desktop/capstone_project/train/F0373/MID1,/Users/harish3110/Desktop/capstone_project/train/F0895/MID1
169,0,/Users/harish3110/Desktop/capstone_project/train/F0733/MID4,/Users/harish3110/Desktop/capstone_project/train/F0309/MID3
170,1,/Users/harish3110/Desktop/capstone_project/train/F0658/MID5,/Users/harish3110/Desktop/capstone_project/train/F0658/MID3
171,0,/Users/harish3110/Desktop/capstone_project/train/F0568/MID2,/Users/harish3110/Desktop/capstone_project/train/F0818/MID4
172,1,/Users/harish3110/Desktop/capstone_project/train/F0423/MID5,/Users/harish3110/Desktop/capstone_project/train/F0423/MID1
173,1,/Users/harish3110/Desktop/capstone_project/train/F0916/MID1,/Users/harish3110/Desktop/capstone_project/train/F0916/MID3
174,0,/Users/harish3110/Desktop/capstone_project/train/F0486/MID6,/Users/harish3110/Desktop/capstone_project/train/F0022/MID3
175,0,/Users/harish3110/Desktop/capstone_project/train/F0357/MID8,/Users/harish3110/Desktop/capstone_project/train/F0538/MID1
176,0,/Users/harish3110/Desktop/capstone_project/train/F0805/MID4,/Users/harish3110/Desktop/capstone_project/train/F0801/MID1
177,1,/Users/harish3110/Desktop/capstone_project/train/F0209/MID1,/Users/harish3110/Desktop/capstone_project/train/F0209/MID2
178,0,/Users/harish3110/Desktop/capstone_project/train/F0922/MID2,/Users/harish3110/Desktop/capstone_project/train/F0155/MID1
179,0,/Users/harish3110/Desktop/capstone_project/train/F0901/MID5,/Users/harish3110/Desktop/capstone_project/train/F0387/MID1
180,1,/Users/harish3110/Desktop/capstone_project/train/F0192/MID6,/Users/harish3110/Desktop/capstone_project/train/F0192/MID5
181,0,/Users/harish3110/Desktop/capstone_project/train/F0112/MID2,/Users/harish3110/Desktop/capstone_project/train/F0481/MID2
182,1,/Users/harish3110/Desktop/capstone_project/train/F0022/MID2,/Users/harish3110/Desktop/capstone_project/train/F0022/MID3
183,0,/Users/harish3110/Desktop/capstone_project/train/F0099/MID3,/Users/harish3110/Desktop/capstone_project/train/F0532/MID3
184,0,/Users/harish3110/Desktop/capstone_project/train/F0742/MID6,/Users/harish3110/Desktop/capstone_project/train/F0831/MID3
185,0,/Users/harish3110/Desktop/capstone_project/train/F0686/MID6,/Users/harish3110/Desktop/capstone_project/train/F0130/MID1
186,0,/Users/harish3110/Desktop/capstone_project/train/F0774/MID7,/Users/harish3110/Desktop/capstone_project/train/F0258/MID4
187,0,/Users/harish3110/Desktop/capstone_project/train/F0968/MID1,/Users/harish3110/Desktop/capstone_project/train/F0897/MID7
188,1,/Users/harish3110/Desktop/capstone_project/train/F0105/MID6,/Users/harish3110/Desktop/capstone_project/train/F0105/MID3
189,1,/Users/harish3110/Desktop/capstone_project/train/F0077/MID1,/Users/harish3110/Desktop/capstone_project/train/F0077/MID6
190,0,/Users/harish3110/Desktop/capstone_project/train/F0813/MID3,/Users/harish3110/Desktop/capstone_project/train/F0151/MID2
191,0,/Users/harish3110/Desktop/capstone_project/train/F0086/MID4,/Users/harish3110/Desktop/capstone_project/train/F0170/MID3
192,0,/Users/harish3110/Desktop/capstone_project/train/F0210/MID1,/Users/harish3110/Desktop/capstone_project/train/F0674/MID2
193,0,/Users/harish3110/Desktop/capstone_project/train/F0879/MID5,/Users/harish3110/Desktop/capstone_project/train/F0945/MID3
194,0,/Users/harish3110/Desktop/capstone_project/train/F0403/MID3,/Users/harish3110/Desktop/capstone_project/train/F0237/MID6
195,0,/Users/harish3110/Desktop/capstone_project/train/F0010/MID3,/Users/harish3110/Desktop/capstone_project/train/F0020/MID6
196,1,/Users/harish3110/Desktop/capstone_project/train/F0438/MID4,/Users/harish3110/Desktop/capstone_project/train/F0438/MID1
197,1,/Users/harish3110/Desktop/capstone_project/train/F0123/MID3,/Users/harish3110/Desktop/capstone_project/train/F0123/MID7
198,0,/Users/harish3110/Desktop/capstone_project/train/F0836/MID7,/Users/harish3110/Desktop/capstone_project/train/F0730/MID2
199,1,/Users/harish3110/Desktop/capstone_project/train/F0123/MID2,/Users/harish3110/Desktop/capstone_project/train/F0123/MID4
200,0,/Users/harish3110/Desktop/capstone_project/train/F0503/MID10,/Users/harish3110/Desktop/capstone_project/train/F0674/MID3
201,1,/Users/harish3110/Desktop/capstone_project/train/F0009/MID2,/Users/harish3110/Desktop/capstone_project/train/F0009/MID3
202,0,/Users/harish3110/Desktop/capstone_project/train/F0754/MID2,/Users/harish3110/Desktop/capstone_project/train/F0584/MID4
203,1,/Users/harish3110/Desktop/capstone_project/train/F0277/MID2,/Users/harish3110/Desktop/capstone_project/train/F0277/MID1
204,1,/Users/harish3110/Desktop/capstone_project/train/F0763/MID5,/Users/harish3110/Desktop/capstone_project/train/F0763/MID6
205,1,/Users/harish3110/Desktop/capstone_project/train/F0537/MID1,/Users/harish3110/Desktop/capstone_project/train/F0537/MID3
206,0,/Users/harish3110/Desktop/capstone_project/train/F0540/MID3,/Users/harish3110/Desktop/capstone_project/train/F0601/MID13
207,0,/Users/harish3110/Desktop/capstone_project/train/F0101/MID11,/Users/harish3110/Desktop/capstone_project/train/F0009/MID4
208,0,/Users/harish3110/Desktop/capstone_project/train/F0639/MID5,/Users/harish3110/Desktop/capstone_project/train/F0862/MID4
209,0,/Users/harish3110/Desktop/capstone_project/train/F0150/MID8,/Users/harish3110/Desktop/capstone_project/train/F0231/MID8
210,1,/Users/harish3110/Desktop/capstone_project/train/F0945/MID2,/Users/harish3110/Desktop/capstone_project/train/F0945/MID3
211,0,/Users/harish3110/Desktop/capstone_project/train/F0849/MID1,/Users/harish3110/Desktop/capstone_project/train/F0891/MID4
212,0,/Users/harish3110/Desktop/capstone_project/train/F0188/MID3,/Users/harish3110/Desktop/capstone_project/train/F0739/MID3
213,0,/Users/harish3110/Desktop/capstone_project/train/F0763/MID9,/Users/harish3110/Desktop/capstone_project/train/F0439/MID7
214,1,/Users/harish3110/Desktop/capstone_project/train/F0818/MID4,/Users/harish3110/Desktop/capstone_project/train/F0818/MID9
215,0,/Users/harish3110/Desktop/capstone_project/train/F0603/MID3,/Users/harish3110/Desktop/capstone_project/train/F0942/MID2
216,0,/Users/harish3110/Desktop/capstone_project/train/F0983/MID3,/Users/harish3110/Desktop/capstone_project/train/F0233/MID1
217,1,/Users/harish3110/Desktop/capstone_project/train/F0023/MID3,/Users/harish3110/Desktop/capstone_project/train/F0023/MID1
